"","station","specimenlabelid","sizeclass","preyitemid","preyspeciescode","preyspeciescommon","preyspecieslatin","number","weight_g_py","length_mm_py","lengthtype","piecewhole","comments","length_mm_pd","weight_kg_pd","year","date","count","biomass_kg","season","lat","long","stratum","bottomwatertemp_c","stratumarea_km2"
"4618","NM20120401105",3,0,105859,511,"polychaete (Eteone spp.)","Eteone spp.",NA,0.038,NA,"","","",180,0.046,2012,"26-Apr-12",192,12.625,"Spring",36.55604935,-75.77259827,"1302",12.41,877.8632
"4619","NM20120401105",1,0,149541,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",4,0.03,NA,"","","",185,0.046,2012,"26-Apr-12",192,12.625,"Spring",36.55604935,-75.77259827,"1302",12.41,877.8632
"4620","NM20120401105",3,0,105857,518,"calanoid copepod","calanoid copepod",NA,0.038,NA,"","","",180,0.046,2012,"26-Apr-12",192,12.625,"Spring",36.55604935,-75.77259827,"1302",12.41,877.8632
"4621","NM20120401105",3,0,105858,604,"sand shrimp","Crangon septemspinosa",1,0.037,NA,"","","",180,0.046,2012,"26-Apr-12",192,12.625,"Spring",36.55604935,-75.77259827,"1302",12.41,877.8632
"4622","NM20120401105",1,0,149540,604,"sand shrimp","Crangon septemspinosa",4,0.03,NA,"","","TAILS ONLY",185,0.046,2012,"26-Apr-12",192,12.625,"Spring",36.55604935,-75.77259827,"1302",12.41,877.8632
"4623","NM20120401106",1,0,105861,53,"codlings","Urophycis spp.",1,0.458,NA,"","","",185,0.06,2012,"27-Apr-12",6,0.388,"Spring",36.75154877,-75.78085327,"1302",12.71,877.8632
"4624","NM20120401106",2,0,105862,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",1,0.007,NA,"","","",220,0.09,2012,"27-Apr-12",6,0.388,"Spring",36.75154877,-75.78085327,"1302",12.71,877.8632
"4625","NM20120401106",2,0,105863,604,"sand shrimp","Crangon septemspinosa",3,0.057,NA,"","","",220,0.09,2012,"27-Apr-12",6,0.388,"Spring",36.75154877,-75.78085327,"1302",12.71,877.8632
"4626","NM20120401106",4,0,105864,5001,"unidentified shrimp","Decapoda",6,0.068,NA,"","","",180,0.056,2012,"27-Apr-12",6,0.388,"Spring",36.75154877,-75.78085327,"1302",12.71,877.8632
"4627","NM20120401106",5,0,105865,595,"roughneck shrimp","Rimapenaeus constrictus",1,0.37,NA,"","","",180,0.05,2012,"27-Apr-12",6,0.388,"Spring",36.75154877,-75.78085327,"1302",12.71,877.8632
"4628","NM20120401107",5,0,105869,604,"sand shrimp","Crangon septemspinosa",1,0.009,NA,"","","",175,0.044,2012,"27-Apr-12",21,1.67,"Spring",36.77193069,-75.80995178,"1302",12.76,877.8632
"4629","NM20120401107",2,0,105867,604,"sand shrimp","Crangon septemspinosa",3,0.109,NA,"","","",190,0.054,2012,"27-Apr-12",21,1.67,"Spring",36.77193069,-75.80995178,"1302",12.76,877.8632
"4630","NM20120401107",1,0,105866,604,"sand shrimp","Crangon septemspinosa",2,0.055,NA,"","","",205,0.068,2012,"27-Apr-12",21,1.67,"Spring",36.77193069,-75.80995178,"1302",12.76,877.8632
"4631","NM20120401107",5,0,105868,5000,"unidentified fish","Actinopterygii",1,0.04,NA,"","","",175,0.044,2012,"27-Apr-12",21,1.67,"Spring",36.77193069,-75.80995178,"1302",12.76,877.8632
"4632","NM20120401108",5,0,105877,604,"sand shrimp","Crangon septemspinosa",1,0.027,NA,"","","",235,0.122,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4633","NM20120401108",3,0,105871,70,"spotted hake","Urophycis regia",1,2.625,NA,"","P","",220,0.106,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4634","NM20120401108",3,0,105873,5001,"unidentified shrimp","Decapoda",1,0.278,NA,"","","",220,0.106,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4635","NM20120401108",4,0,105874,604,"sand shrimp","Crangon septemspinosa",4,0.075,NA,"","","",195,0.06,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4636","NM20120401108",3,0,105872,604,"sand shrimp","Crangon septemspinosa",1,0.117,NA,"","","",220,0.106,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4637","NM20120401108",4,0,105876,657,"unidentified isopod","Isopoda spp.",1,0.019,NA,"","","",195,0.06,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4638","NM20120401108",1,0,105870,622,"brown shrimp","Farfantepenaeus aztecus",1,0.499,NA,"","","",230,0.11,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4639","NM20120401108",4,0,105875,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",2,0.012,NA,"","","",195,0.06,2012,"27-Apr-12",15,1.29,"Spring",36.79462814,-75.81902313,"1302",12.77,877.8632
"4640","NM20120401109",4,0,105882,5000,"unidentified fish","Actinopterygii",NA,0.018,NA,"","","BONES",200,0.07,2012,"28-Apr-12",12,0.848,"Spring",37.02127838,-75.80535126,"1302",13.44,877.8632
"4641","NM20120401109",3,0,105880,604,"sand shrimp","Crangon septemspinosa",1,0.367,NA,"","","",200,0.068,2012,"28-Apr-12",12,0.848,"Spring",37.02127838,-75.80535126,"1302",13.44,877.8632
"4642","NM20120401109",1,0,105878,604,"sand shrimp","Crangon septemspinosa",1,0.055,NA,"","","",180,0.054,2012,"28-Apr-12",12,0.848,"Spring",37.02127838,-75.80535126,"1302",13.44,877.8632
"4643","NM20120401109",3,0,105881,775,"unidentified polychaete","Polychaeta",1,0.316,NA,"","","",200,0.068,2012,"28-Apr-12",12,0.848,"Spring",37.02127838,-75.80535126,"1302",13.44,877.8632
"4644","NM20120401109",2,0,105879,998,"no catch","no catch",NA,NA,NA,"","","",175,0.05,2012,"28-Apr-12",12,0.848,"Spring",37.02127838,-75.80535126,"1302",13.44,877.8632
"4645","NM20120401109",4,0,105883,604,"sand shrimp","Crangon septemspinosa",2,0.204,NA,"","","",200,0.07,2012,"28-Apr-12",12,0.848,"Spring",37.02127838,-75.80535126,"1302",13.44,877.8632
"4646","NM20120401110",6,2,105888,998,"no catch","no catch",NA,NA,NA,"","","",205,0.075,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4647","NM20120401110",13,2,105892,998,"no catch","no catch",NA,NA,NA,"","","",240,0.115,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4648","NM20120401110",5,1,105886,529,"fish scales","fish scales",NA,0.01,NA,"","","",155,0.035,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4649","NM20120401110",11,3,105891,236,"smallmouth flounder","Etropus microstomus",1,2.103,NA,"","","",270,0.2,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4650","NM20120401110",9,2,105890,53,"codlings","Urophycis spp.",1,1.299,NA,"","","",230,0.095,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4651","NM20120401110",2,1,105885,604,"sand shrimp","Crangon septemspinosa",2,0.052,NA,"","","",180,0.04,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4652","NM20120401110",1,1,105884,998,"no catch","no catch",NA,NA,NA,"","","",180,0.04,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4653","NM20120401110",5,1,105887,5001,"unidentified shrimp","Decapoda",1,0.026,NA,"","","",155,0.035,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4654","NM20120401110",8,2,105889,604,"sand shrimp","Crangon septemspinosa",2,0.069,NA,"","","",220,0.095,2012,"27-Apr-12",2906,161.749,"Spring",36.69512939,-75.88345337,"1302",13.13,877.8632
"4655","NM20120401111",4,0,105896,604,"sand shrimp","Crangon septemspinosa",2,0.016,NA,"","","",175,0.048,2012,"24-Apr-12",810,40.904,"Spring",36.79613113,-75.89228058,"1302",13.23,877.8632
"4656","NM20120401111",2,0,105894,604,"sand shrimp","Crangon septemspinosa",NA,0.017,NA,"","","",175,0.048,2012,"24-Apr-12",810,40.904,"Spring",36.79613113,-75.89228058,"1302",13.23,877.8632
"4657","NM20120401111",2,0,105893,529,"fish scales","fish scales",NA,0.014,NA,"","","",175,0.048,2012,"24-Apr-12",810,40.904,"Spring",36.79613113,-75.89228058,"1302",13.23,877.8632
"4658","NM20120401111",3,0,105895,529,"fish scales","fish scales",NA,0.005,NA,"","","",160,0.038,2012,"24-Apr-12",810,40.904,"Spring",36.79613113,-75.89228058,"1302",13.23,877.8632
"4659","NM20120401111",4,0,105897,5000,"unidentified fish","Actinopterygii",1,0.203,NA,"","","",175,0.048,2012,"24-Apr-12",810,40.904,"Spring",36.79613113,-75.89228058,"1302",13.23,877.8632
"4660","NM20120401112",2,0,105898,612,"lady crab","Ovalipes ocellatus",1,0.078,NA,"","","",210,0.062,2012,"26-Apr-12",575,16.576,"Spring",36.53440094,-75.85148621,"1401",12.95,149.5082
"4661","NM20120401112",5,0,105903,998,"no catch","no catch",NA,NA,NA,"","","",195,0.044,2012,"26-Apr-12",575,16.576,"Spring",36.53440094,-75.85148621,"1401",12.95,149.5082
"4662","NM20120401112",2,0,105900,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",4,0.021,NA,"","","",210,0.062,2012,"26-Apr-12",575,16.576,"Spring",36.53440094,-75.85148621,"1401",12.95,149.5082
"4663","NM20120401112",2,0,105901,1113,"crustacean parts","Crustacea (parts)",NA,0.143,NA,"","","",210,0.062,2012,"26-Apr-12",575,16.576,"Spring",36.53440094,-75.85148621,"1401",12.95,149.5082
"4664","NM20120401112",2,0,105899,604,"sand shrimp","Crangon septemspinosa",1,0.059,NA,"","","",210,0.062,2012,"26-Apr-12",575,16.576,"Spring",36.53440094,-75.85148621,"1401",12.95,149.5082
"4665","NM20120401112",3,0,105902,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",1,0.002,NA,"","","",165,0.032,2012,"26-Apr-12",575,16.576,"Spring",36.53440094,-75.85148621,"1401",12.95,149.5082
"4666","NM20120401113",4,0,149463,518,"calanoid copepod","calanoid copepod",NA,0.015,NA,"","","",160,0.052,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4667","NM20120401113",5,0,105905,5001,"unidentified shrimp","Decapoda",1,0.013,NA,"","","",165,0.032,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4668","NM20120401113",3,0,149462,5011,"unidentified shrimp zoea","Decapoda",NA,0.017,NA,"","","",145,0.026,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4669","NM20120401113",3,0,149461,518,"calanoid copepod","calanoid copepod",NA,0.009,NA,"","","",145,0.026,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4670","NM20120401113",3,0,105904,604,"sand shrimp","Crangon septemspinosa",1,0.016,NA,"","","",145,0.026,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4671","NM20120401113",2,0,149460,998,"no catch","no catch",NA,NA,NA,"","","",175,0.042,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4672","NM20120401113",4,0,149464,5011,"unidentified shrimp zoea","Decapoda",NA,0.006,NA,"","","",160,0.052,2012,"26-Apr-12",1442,36.432,"Spring",36.42922974,-75.82113647,"1401",12.61,149.5082
"4673","NM20120401114",4,0,105909,604,"sand shrimp","Crangon septemspinosa",1,0.07,NA,"","","",200,0.068,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4674","NM20120401114",5,0,105914,699,"mysid","Neomysis americana",2,0.004,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4675","NM20120401114",4,0,105910,5000,"unidentified fish","Actinopterygii",NA,0.014,NA,"","","BACKBONE",200,0.068,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4676","NM20120401114",5,0,105912,1113,"crustacean parts","Crustacea (parts)",NA,0.072,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4677","NM20120401114",1,0,105908,574,"unidentified mysid","Mysidae",NA,0.015,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4678","NM20120401114",5,0,105913,604,"sand shrimp","Crangon septemspinosa",1,0.016,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4679","NM20120401114",1,0,105906,604,"sand shrimp","Crangon septemspinosa",1,0.018,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4680","NM20120401114",1,0,105907,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",1,0.003,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4681","NM20120401114",5,0,105915,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",1,0.002,NA,"","","",205,0.078,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4682","NM20120401114",4,0,105911,673,"unidentified crustacean","Crustacea",1,0.012,NA,"","","",200,0.068,2012,"26-Apr-12",712,36.267,"Spring",35.90454865,-75.50965118,"1402",12.71,380.3743
"4683","NM20120401115",2,0,105916,53,"codlings","Urophycis spp.",1,1.635,NA,"","","",190,0.066,2012,"26-Apr-12",45,1.972,"Spring",36.39677811,-75.77033234,"1402",12.54,380.3743
"4684","NM20120401115",3,0,105917,5011,"unidentified shrimp zoea","Decapoda",NA,0.026,NA,"","","",165,0.032,2012,"26-Apr-12",45,1.972,"Spring",36.39677811,-75.77033234,"1402",12.54,380.3743
"4685","NM20120401115",4,0,105919,5001,"unidentified shrimp","Decapoda",1,0.011,NA,"","","",175,0.042,2012,"26-Apr-12",45,1.972,"Spring",36.39677811,-75.77033234,"1402",12.54,380.3743
"4686","NM20120401115",4,0,105918,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",5,0.023,NA,"","","",175,0.042,2012,"26-Apr-12",45,1.972,"Spring",36.39677811,-75.77033234,"1402",12.54,380.3743
"4687","NM20120401115",4,0,105920,5000,"unidentified fish","Actinopterygii",1,0.146,NA,"","","",175,0.042,2012,"26-Apr-12",45,1.972,"Spring",36.39677811,-75.77033234,"1402",12.54,380.3743
"4688","NM20120401115",5,0,105921,103,"bay anchovy","Anchoa mitchilli",1,1.771,NA,"","","",240,0.128,2012,"26-Apr-12",45,1.972,"Spring",36.39677811,-75.77033234,"1402",12.54,380.3743
"4689","NM20120401116",2,0,105923,5011,"unidentified shrimp zoea","Decapoda",NA,0.053,NA,"","","",155,0.03,2012,"26-Apr-12",28,1.452,"Spring",36.40589905,-75.75340271,"1402",12.25,380.3743
"4690","NM20120401116",5,0,105926,998,"no catch","no catch",NA,NA,NA,"","","",215,0.082,2012,"26-Apr-12",28,1.452,"Spring",36.40589905,-75.75340271,"1402",12.25,380.3743
"4691","NM20120401116",2,0,105922,841,"unidentified amphipod","Amphipoda spp.",1,0.005,NA,"","","",155,0.03,2012,"26-Apr-12",28,1.452,"Spring",36.40589905,-75.75340271,"1402",12.25,380.3743
"4692","NM20120401116",4,0,105925,604,"sand shrimp","Crangon septemspinosa",15,1.169,NA,"","","",170,0.046,2012,"26-Apr-12",28,1.452,"Spring",36.40589905,-75.75340271,"1402",12.25,380.3743
"4693","NM20120401116",3,0,105924,604,"sand shrimp","Crangon septemspinosa",1,0.048,NA,"","","",180,0.046,2012,"26-Apr-12",28,1.452,"Spring",36.40589905,-75.75340271,"1402",12.25,380.3743
"4694","NM20120401117",3,0,105928,5001,"unidentified shrimp","Decapoda",2,0.016,NA,"","","",160,0.03,2012,"26-Apr-12",835,26.454,"Spring",36.35411835,-75.79415131,"1402",12.87,380.3743
"4695","NM20120401117",2,0,105927,604,"sand shrimp","Crangon septemspinosa",2,0.047,NA,"","","",235,0.112,2012,"26-Apr-12",835,26.454,"Spring",36.35411835,-75.79415131,"1402",12.87,380.3743
"4696","NM20120401117",4,0,105929,604,"sand shrimp","Crangon septemspinosa",1,0.01,NA,"","","",170,0.038,2012,"26-Apr-12",835,26.454,"Spring",36.35411835,-75.79415131,"1402",12.87,380.3743
"4697","NM20120401117",5,0,105931,1113,"crustacean parts","Crustacea (parts)",NA,0.008,NA,"","","",155,0.034,2012,"26-Apr-12",835,26.454,"Spring",36.35411835,-75.79415131,"1402",12.87,380.3743
"4698","NM20120401117",4,0,105930,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",9,0.117,NA,"","","",170,0.038,2012,"26-Apr-12",835,26.454,"Spring",36.35411835,-75.79415131,"1402",12.87,380.3743
"4699","NM20120401118",2,1,105932,5001,"unidentified shrimp","Decapoda",1,0.007,NA,"","","TAIL END",130,0.014,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4700","NM20120401118",10,2,105936,1113,"crustacean parts","Crustacea (parts)",NA,0.024,NA,"","","",170,0.034,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4701","NM20120401118",9,2,105935,604,"sand shrimp","Crangon septemspinosa",1,0.007,NA,"","","",185,0.05,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4702","NM20120401118",4,1,105934,518,"calanoid copepod","calanoid copepod",NA,0.02,NA,"","","",140,0.018,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4703","NM20120401118",1,1,149544,529,"fish scales","fish scales",NA,0.002,NA,"","","",145,0.02,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4704","NM20120401118",1,1,149545,1113,"crustacean parts","Crustacea (parts)",NA,0.017,NA,"","","",145,0.02,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4705","NM20120401118",2,1,105933,1113,"crustacean parts","Crustacea (parts)",NA,0.029,NA,"","","",130,0.014,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4706","NM20120401118",1,1,149543,604,"sand shrimp","Crangon septemspinosa",1,0.039,NA,"","","",145,0.02,2012,"26-Apr-12",84,4.302,"Spring",36.47177124,-75.80944824,"1402",12.53,380.3743
"4707","NM20120401119",5,0,105941,604,"sand shrimp","Crangon septemspinosa",1,0.063,NA,"","","",160,0.036,2012,"25-Apr-12",152,4.35,"Spring",35.64593887,-75.45303345,"1501",13.53,157.3022
"4708","NM20120401119",3,0,105939,5000,"unidentified fish","Actinopterygii",1,0.013,NA,"","","BACKBONE",150,0.032,2012,"25-Apr-12",152,4.35,"Spring",35.64593887,-75.45303345,"1501",13.53,157.3022
"4709","NM20120401119",1,0,105937,5032,"animal tubes","animal tubes",2,0.005,NA,"","","",165,0.042,2012,"25-Apr-12",152,4.35,"Spring",35.64593887,-75.45303345,"1501",13.53,157.3022
"4710","NM20120401119",3,0,105940,574,"unidentified mysid","Mysidae",2,0.01,NA,"","","",150,0.032,2012,"25-Apr-12",152,4.35,"Spring",35.64593887,-75.45303345,"1501",13.53,157.3022
"4711","NM20120401119",1,0,105938,673,"unidentified crustacean","Crustacea",NA,0.007,NA,"","","",165,0.042,2012,"25-Apr-12",152,4.35,"Spring",35.64593887,-75.45303345,"1501",13.53,157.3022
"4712","NM20120401120",3,1,105945,103,"bay anchovy","Anchoa mitchilli",1,0.707,53.7,"FL","W","",160,0.04,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4713","NM20120401120",4,2,105946,574,"unidentified mysid","Mysidae",3,0.011,NA,"","","",165,0.036,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4714","NM20120401120",6,2,105948,102,"striped anchovy","Anchoa hepsetus",1,3.537,94.5,"FL","W","",195,0.076,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4715","NM20120401120",1,1,105942,674,"unidentified cumacean","Cumacea",1,0.002,NA,"","","",115,0.014,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4716","NM20120401120",1,1,105943,518,"calanoid copepod","calanoid copepod",130,0.039,NA,"","","",115,0.014,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4717","NM20120401120",2,1,105944,708,"unidentified material","unidentified material",NA,0.041,NA,"","","",115,0.014,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4718","NM20120401120",7,2,105949,103,"bay anchovy","Anchoa mitchilli",1,0.715,54.2,"FL","W","",195,0.074,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4719","NM20120401120",5,1,105947,998,"no catch","no catch",NA,NA,NA,"","","",160,0.036,2012,"25-Apr-12",74,2.424,"Spring",35.34521103,-75.47788239,"1501",19.51,157.3022
"4720","NM20120401121",5,0,105953,595,"roughneck shrimp","Rimapenaeus constrictus",1,0.373,NA,"","","",230,0.126,2012,"25-Apr-12",34,4.336,"Spring",35.15586853,-75.37896729,"1502",19.83,345.8401
"4721","NM20120401121",2,0,105950,5000,"unidentified fish","Actinopterygii",1,0.235,NA,"","","",245,0.156,2012,"25-Apr-12",34,4.336,"Spring",35.15586853,-75.37896729,"1502",19.83,345.8401
"4722","NM20120401121",4,0,105951,5000,"unidentified fish","Actinopterygii",1,0.059,NA,"","","",235,0.13,2012,"25-Apr-12",34,4.336,"Spring",35.15586853,-75.37896729,"1502",19.83,345.8401
"4723","NM20120401121",5,0,105952,5000,"unidentified fish","Actinopterygii",1,0.016,NA,"","","BONES",230,0.126,2012,"25-Apr-12",34,4.336,"Spring",35.15586853,-75.37896729,"1502",19.83,345.8401
"4724","NM20120401122",2,0,105956,775,"unidentified polychaete","Polychaeta",NA,0.048,NA,"","","",170,0.052,2012,"25-Apr-12",97,3.776,"Spring",35.4278717,-75.45237732,"1502",19.67,345.8401
"4725","NM20120401122",3,0,105957,775,"unidentified polychaete","Polychaeta",1,0.071,NA,"","","",170,0.042,2012,"25-Apr-12",97,3.776,"Spring",35.4278717,-75.45237732,"1502",19.67,345.8401
"4726","NM20120401122",2,0,105955,674,"unidentified cumacean","Cumacea",1,0.001,NA,"","","",170,0.052,2012,"25-Apr-12",97,3.776,"Spring",35.4278717,-75.45237732,"1502",19.67,345.8401
"4727","NM20120401122",2,0,105954,5020,"mound back isopod","Edotia triloba",3,0.004,NA,"","","",170,0.052,2012,"25-Apr-12",97,3.776,"Spring",35.4278717,-75.45237732,"1502",19.67,345.8401
"4728","NM20120401123",1,0,105001,775,"unidentified polychaete","Polychaeta",NA,0.017,NA,"","","",175,0.048,2012,"25-Apr-12",153,4.514,"Spring",35.49542999,-75.4373703,"1502",19.79,345.8401
"4729","NM20120401123",1,0,105958,918,"isopods (Edotia)","Edotia spp.",1,0.008,NA,"","","",175,0.048,2012,"25-Apr-12",153,4.514,"Spring",35.49542999,-75.4373703,"1502",19.79,345.8401
"4730","NM20120401123",2,0,105959,103,"bay anchovy","Anchoa mitchilli",NA,0.495,NA,"","","",115,0.018,2012,"25-Apr-12",153,4.514,"Spring",35.49542999,-75.4373703,"1502",19.79,345.8401
"4731","NM20120401123",5,0,105007,574,"unidentified mysid","Mysidae",4,0.011,NA,"","","",120,0.018,2012,"25-Apr-12",153,4.514,"Spring",35.49542999,-75.4373703,"1502",19.79,345.8401
"4732","NM20120401124",2,0,105963,518,"calanoid copepod","calanoid copepod",NA,0.03,NA,"","","",190,0.064,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4733","NM20120401124",2,0,105960,5000,"unidentified fish","Actinopterygii",1,0.008,NA,"","","",190,0.064,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4734","NM20120401124",5,0,105966,529,"fish scales","fish scales",NA,0.009,NA,"","","",180,0.056,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4735","NM20120401124",2,0,105962,708,"unidentified material","unidentified material",NA,0.002,NA,"","","",190,0.064,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4736","NM20120401124",3,0,105964,998,"no catch","no catch",NA,NA,NA,"","","",175,0.052,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4737","NM20120401124",4,0,105965,5000,"unidentified fish","Actinopterygii",1,0.015,NA,"","","",195,0.072,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4738","NM20120401124",2,0,105961,673,"unidentified crustacean","Crustacea",1,0.003,NA,"","","",190,0.064,2012,"25-Apr-12",1074,54.933,"Spring",35.62768173,-75.43517303,"1502",14.12,345.8401
"4739","NM20120901001",1,0,112880,103,"bay anchovy","Anchoa mitchilli",NA,0.141,NA,"","","",170,0.05,2012,"02-Oct-12",28,1.276,"Fall",41.0213,-71.90559998,"0102",17.89,110.7479
"4740","NM20120901001",4,0,112883,103,"bay anchovy","Anchoa mitchilli",NA,0.533,NA,"","","MEAT, BONES, OTO",150,0.034,2012,"02-Oct-12",28,1.276,"Fall",41.0213,-71.90559998,"0102",17.89,110.7479
"4741","NM20120901001",5,0,112884,103,"bay anchovy","Anchoa mitchilli",1,0.631,NA,"","","MEAT, BONES, OTO",140,0.024,2012,"02-Oct-12",28,1.276,"Fall",41.0213,-71.90559998,"0102",17.89,110.7479
"4742","NM20120901001",2,0,112881,103,"bay anchovy","Anchoa mitchilli",NA,0.622,NA,"","","",190,0.064,2012,"02-Oct-12",28,1.276,"Fall",41.0213,-71.90559998,"0102",17.89,110.7479
"4743","NM20120901001",3,0,112882,103,"bay anchovy","Anchoa mitchilli",NA,0.657,NA,"","","",140,0.032,2012,"02-Oct-12",28,1.276,"Fall",41.0213,-71.90559998,"0102",17.89,110.7479
"4744","NM20120901003",4,1,112888,103,"bay anchovy","Anchoa mitchilli",NA,0.132,NA,"","","",140,0.032,2012,"02-Oct-12",62,7.802,"Fall",40.98110002,-72.06948334,"0201",18.57,46.7103
"4745","NM20120901003",9,2,112892,604,"sand shrimp","Crangon septemspinosa",1,0.039,NA,"","","",375,0.576,2012,"02-Oct-12",62,7.802,"Fall",40.98110002,-72.06948334,"0201",18.57,46.7103
"4746","NM20120901003",7,2,149341,708,"unidentified material","unidentified material",NA,0.16,NA,"","","",350,0.428,2012,"02-Oct-12",62,7.802,"Fall",40.98110002,-72.06948334,"0201",18.57,46.7103
