"","station","pdid","preyspeciescommon","preyspecieslatin","length_mm_pd","weight_kg_pd","year","date","count","biomass_kg","season","lat","long","bottomwatertemp_c","stratumarea_km2","pyamtw","pyamtn","area"
"6261","CM20080901074",5,"unidentified fish","Actinopterygii",218,0.102,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.006,1,"CB"
"6262","CM20080901074",5,"unidentified mysid","Mysidae",218,0.102,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.055,25,"CB"
"6263","CM20080901074",5,"unidentified shrimp","Decapoda",218,0.102,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.002,1,"CB"
"6264","CM20080901074",6,"unidentified mysid","Mysidae",190,0.068,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.1,33,"CB"
"6265","CM20080901074",7,"mysid","Neomysis americana",214,0.088,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.036,11,"CB"
"6266","CM20080901074",7,"unidentified fish","Actinopterygii",214,0.088,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.001,1,"CB"
"6267","CM20080901074",9,"fish scales","fish scales",211,0.096,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.003,2,"CB"
"6268","CM20080901074",9,"unidentified fish","Actinopterygii",211,0.096,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.001,1,"CB"
"6269","CM20080901074",9,"unidentified mysid","Mysidae",211,0.096,2008,"02-Sep-08",13,0.963,"September",37.37,-76.17,24.7,447.12085119,0.261,31,"CB"
"6270","CM20080901077",1,"bay anchovy","Anchoa mitchilli",143,0.028,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.023,1,"CB"
"6271","CM20080901077",1,"Erichthonius brasiliensis","Erichthonius brasiliensis",143,0.028,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0,1,"CB"
"6272","CM20080901077",1,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",143,0.028,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.056,8,"CB"
"6273","CM20080901077",1,"mysid","Neomysis americana",143,0.028,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.048,21,"CB"
"6274","CM20080901077",10,"bay anchovy","Anchoa mitchilli",221,0.094,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,1.046,2,"CB"
"6275","CM20080901077",2,"unidentified mysid","Mysidae",148,0.036,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.351,16,"CB"
"6276","CM20080901077",3,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",87,0.006,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.032,3,"CB"
"6277","CM20080901077",3,"unidentified mysid","Mysidae",87,0.006,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.03,22,"CB"
"6278","CM20080901077",4,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",92,0.006,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.003,1,"CB"
"6279","CM20080901077",4,"sand shrimp","Crangon septemspinosa",92,0.006,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.033,1,"CB"
"6280","CM20080901077",4,"unidentified mysid","Mysidae",92,0.006,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.111,37,"CB"
"6281","CM20080901077",5,"bay anchovy","Anchoa mitchilli",137,0.024,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.072,1,"CB"
"6282","CM20080901077",6,"bay anchovy","Anchoa mitchilli",214,0.086,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.135,1,"CB"
"6283","CM20080901077",7,"bay anchovy","Anchoa mitchilli",214,0.09,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.005,1,"CB"
"6284","CM20080901077",7,"unidentified mysid","Mysidae",214,0.09,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.003,3,"CB"
"6285","CM20080901077",8,"bay anchovy","Anchoa mitchilli",215,0.094,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.697,1,"CB"
"6286","CM20080901077",8,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",215,0.094,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.041,11,"CB"
"6287","CM20080901077",8,"mysid","Neomysis americana",215,0.094,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.087,48,"CB"
"6288","CM20080901077",9,"bay anchovy","Anchoa mitchilli",216,0.09,2008,"02-Sep-08",89,7.138,"September",37.19,-76.25,24.6,447.12085119,0.635,1,"CB"
"6289","CM20080901078",1,"unidentified shrimp","Decapoda",213,0.084,2008,"03-Sep-08",1,0.084,"September",36.95,-76,23.96,102.24002981,0.01,3,"CB"
"6290","CM20080901079",1,"eastern tube crab","Polyonyx gibbesi",234,0.116,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.593,72,"CB"
"6291","CM20080901079",2,"eastern tube crab","Polyonyx gibbesi",237,0.14,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.312,53,"CB"
"6292","CM20080901079",2,"unidentified shrimp","Decapoda",237,0.14,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.03,1,"CB"
"6293","CM20080901079",3,"bay anchovy","Anchoa mitchilli",220,0.098,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.679,2,"CB"
"6294","CM20080901079",4,"bay anchovy","Anchoa mitchilli",207,0.084,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.141,1,"CB"
"6295","CM20080901079",5,"crab megalopa","Decapoda (megalope)",200,0.064,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.001,1,"CB"
"6296","CM20080901079",5,"eastern tube crab","Polyonyx gibbesi",200,0.064,2008,"02-Sep-08",45,4.712,"September",37.37,-76.07,24.85,102.24002981,0.058,7,"CB"
"6297","CM20080901080",1,"calanoid copepod","calanoid copepod",66,0.006,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.003,5,"CB"
"6298","CM20080901080",1,"unidentified mysid","Mysidae",66,0.006,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.01,10,"CB"
"6299","CM20080901080",2,"calanoid copepod","calanoid copepod",70,0.006,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.003,16,"CB"
"6300","CM20080901080",2,"eastern tube crab","Polyonyx gibbesi",70,0.006,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.012,6,"CB"
"6301","CM20080901080",2,"sand shrimp","Crangon septemspinosa",70,0.006,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.005,1,"CB"
"6302","CM20080901080",2,"unidentified mysid","Mysidae",70,0.006,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.018,17,"CB"
"6303","CM20080901080",3,"eastern tube crab","Polyonyx gibbesi",151,0.032,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.148,15,"CB"
"6304","CM20080901080",4,"eastern tube crab","Polyonyx gibbesi",203,0.074,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.283,63,"CB"
"6305","CM20080901080",4,"stomatopod larva","Stomatopoda (larva)",203,0.074,2008,"02-Sep-08",4,0.118,"September",37.34,-76.1,25.13,102.24002981,0.01,4,"CB"
"6306","CM20081101014",1,"bay anchovy","Anchoa mitchilli",94,0.008,2008,"30-Oct-08",2,0.378,"November",38.59,-76.45,13.65,391.58137113,0.129,1,"CB"
"6307","CM20081101014",2,"unidentified fish","Actinopterygii",305,0.37,2008,"30-Oct-08",2,0.378,"November",38.59,-76.45,13.65,391.58137113,0.56,1,"CB"
"6308","CM20081101017",1,"unidentified fish","Actinopterygii",132,0.024,2008,"30-Oct-08",1,0.024,"November",38.71,-76.48,12.78,391.58137113,0.734,1,"CB"
"6309","CM20081101018",1,"unidentified fish","Actinopterygii",289,0.284,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,6.711,1,"CB"
"6310","CM20081101018",2,"bay anchovy","Anchoa mitchilli",178,0.048,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,1.642,3,"CB"
"6311","CM20081101018",3,"unidentified polychaete","Polychaeta",157,0.03,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,0.089,0,"CB"
"6312","CM20081101018",4,"unidentified mysid","Mysidae",136,0.022,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,0.045,5,"CB"
"6313","CM20081101018",5,"common anchovies","Anchoa spp.",141,0.026,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,0.041,1,"CB"
"6314","CM20081101018",5,"unidentified mysid","Mysidae",141,0.026,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,0.023,7,"CB"
"6315","CM20081101018",6,"unidentified mysid","Mysidae",112,0.012,2008,"30-Oct-08",7,0.432,"November",38.46,-76.38,16.04,126.98959108,0.011,4,"CB"
"6316","CM20081101019",1,"spot","Leiostomus xanthurus",321,0.426,2008,"30-Oct-08",4,0.524,"November",38.53,-76.42,15.47,126.98959108,14.628,1,"CB"
"6317","CM20081101019",2,"unidentified fish","Actinopterygii",158,0.038,2008,"30-Oct-08",4,0.524,"November",38.53,-76.42,15.47,126.98959108,0.07,1,"CB"
"6318","CM20081101019",3,"Atlantic croaker","Micropogonias undulatus",146,0.036,2008,"30-Oct-08",4,0.524,"November",38.53,-76.42,15.47,126.98959108,0.106,3,"CB"
"6319","CM20081101019",3,"mysid","Neomysis americana",146,0.036,2008,"30-Oct-08",4,0.524,"November",38.53,-76.42,15.47,126.98959108,0.143,20,"CB"
"6320","CM20081101019",4,"mysid","Neomysis americana",135,0.024,2008,"30-Oct-08",4,0.524,"November",38.53,-76.42,15.47,126.98959108,0.387,6,"CB"
"6321","CM20081101027",1,"bay anchovy","Anchoa mitchilli",148,0.036,2008,"01-Nov-08",4,0.528,"November",37.96,-76.25,14.65,434.82707912,0.247,0,"CB"
"6322","CM20081101027",2,"unidentified fish","Actinopterygii",133,0.02,2008,"01-Nov-08",4,0.528,"November",37.96,-76.25,14.65,434.82707912,0.229,1,"CB"
"6323","CM20081101027",3,"spotted hake","Urophycis regia",271,0.25,2008,"01-Nov-08",4,0.528,"November",37.96,-76.25,14.65,434.82707912,8.462,1,"CB"
"6324","CM20081101027",4,"unidentified fish","Actinopterygii",270,0.222,2008,"01-Nov-08",4,0.528,"November",37.96,-76.25,14.65,434.82707912,2.62,1,"CB"
"6325","CM20081101028",1,"bay anchovy","Anchoa mitchilli",176,0.058,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,1.285,5,"CB"
"6326","CM20081101028",10,"unidentified fish","Actinopterygii",384,0.702,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,10.249,1,"CB"
"6327","CM20081101028",11,"unidentified fish","Actinopterygii",340,0.518,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,2.263,1,"CB"
"6328","CM20081101028",12,"spot","Leiostomus xanthurus",356,0.548,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,6.697,1,"CB"
"6329","CM20081101028",2,"bay anchovy","Anchoa mitchilli",170,0.054,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,1.139,4,"CB"
"6330","CM20081101028",3,"bay anchovy","Anchoa mitchilli",242,0.15,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,0.49,2,"CB"
"6331","CM20081101028",4,"bay anchovy","Anchoa mitchilli",270,0.212,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,0.302,2,"CB"
"6332","CM20081101028",5,"Atlantic menhaden","Brevoortia tyrannus",296,0.322,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,27.856,2,"CB"
"6333","CM20081101028",6,"bay anchovy","Anchoa mitchilli",288,0.274,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,0.664,6,"CB"
"6334","CM20081101028",7,"bay anchovy","Anchoa mitchilli",305,0.308,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,0.854,6,"CB"
"6335","CM20081101028",7,"spot","Leiostomus xanthurus",305,0.308,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,5.776,1,"CB"
"6336","CM20081101028",8,"spot","Leiostomus xanthurus",361,0.622,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,21.193,1,"CB"
"6337","CM20081101028",9,"spot","Leiostomus xanthurus",355,0.516,2008,"01-Nov-08",20,6.962,"November",38.14,-76.28,14.62,434.82707912,18.198,2,"CB"
"6338","CM20081101029",1,"unidentified crustacean","Crustacea",251,0.188,2008,"01-Nov-08",1,0.188,"November",38.19,-76.31,14.46,434.82707912,0.409,3,"CB"
"6339","CM20081101029",1,"unidentified fish","Actinopterygii",251,0.188,2008,"01-Nov-08",1,0.188,"November",38.19,-76.31,14.46,434.82707912,0.478,11,"CB"
"6340","CM20081101029",1,"unidentified polychaete","Polychaeta",251,0.188,2008,"01-Nov-08",1,0.188,"November",38.19,-76.31,14.46,434.82707912,0.278,1,"CB"
"6341","CM20081101031",1,"bay anchovy","Anchoa mitchilli",331,0.406,2008,"31-Oct-08",1,0.406,"November",38.27,-76.34,14.37,434.82707912,0.979,1,"CB"
"6342","CM20081101031",1,"spot","Leiostomus xanthurus",331,0.406,2008,"31-Oct-08",1,0.406,"November",38.27,-76.34,14.37,434.82707912,2.519,2,"CB"
"6343","CM20081101035",1,"unidentified fish","Actinopterygii",236,0.132,2008,"01-Nov-08",3,1.238,"November",38.22,-76.25,14.82,20.21353624,0.955,1,"CB"
"6344","CM20081101035",2,"spot","Leiostomus xanthurus",340,0.48,2008,"01-Nov-08",3,1.238,"November",38.22,-76.25,14.82,20.21353624,11.266,1,"CB"
"6345","CM20081101044",1,"bay anchovy","Anchoa mitchilli",99,0.004,2008,"04-Nov-08",4,0.042,"November",37.58,-76.3,14.08,583.17241081,0.187,1,"CB"
"6346","CM20081101044",2,"unidentified fish","Actinopterygii",94,0.004,2008,"04-Nov-08",4,0.042,"November",37.58,-76.3,14.08,583.17241081,0.039,1,"CB"
"6347","CM20081101044",4,"bay anchovy","Anchoa mitchilli",150,0.032,2008,"04-Nov-08",4,0.042,"November",37.58,-76.3,14.08,583.17241081,0.864,1,"CB"
"6348","CM20081101046",1,"unidentified fish","Actinopterygii",340,0.44,2008,"03-Nov-08",1,0.44,"November",37.72,-76.05,13.13,759.62508277,0.01,1,"CB"
"6349","CM20081101047",1,"no catch","no catch",123,0.02,2008,"04-Nov-08",2,0.406,"November",37.44,-76.11,13.78,759.62508277,0,0,"CB"
"6350","CM20081101047",2,"spot","Leiostomus xanthurus",321,0.386,2008,"04-Nov-08",2,0.406,"November",37.44,-76.11,13.78,759.62508277,16.118,1,"CB"
"6351","CM20081101048",1,"bay anchovy","Anchoa mitchilli",136,0.03,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,0.804,2,"CB"
"6352","CM20081101048",2,"bay anchovy","Anchoa mitchilli",179,0.068,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,1.541,1,"CB"
"6353","CM20081101048",3,"bay anchovy","Anchoa mitchilli",243,0.152,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,1.402,4,"CB"
"6354","CM20081101048",4,"bay anchovy","Anchoa mitchilli",233,0.146,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,0.074,1,"CB"
"6355","CM20081101048",5,"bay anchovy","Anchoa mitchilli",239,0.154,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,2.239,7,"CB"
"6356","CM20081101048",6,"bay anchovy","Anchoa mitchilli",235,0.14,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,1.44,3,"CB"
"6357","CM20081101048",7,"unidentified fish","Actinopterygii",216,0.108,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,0.03,1,"CB"
"6358","CM20081101048",8,"unidentified fish","Actinopterygii",323,0.348,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,3.56,2,"CB"
"6359","CM20081101048",9,"spot","Leiostomus xanthurus",296,0.328,2008,"03-Nov-08",9,1.474,"November",37.54,-76.12,13.96,759.62508277,29.292,3,"CB"
"6360","CM20081101049",1,"isopod (Sphaeroma quadridentatum)","Sphaeroma quadridentatum",325,0.416,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.327,1,"CB"
"6361","CM20081101049",10,"no catch","no catch",159,0.038,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0,0,"CB"
"6362","CM20081101049",11,"bay anchovy","Anchoa mitchilli",156,0.038,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,1.602,3,"CB"
"6363","CM20081101049",12,"bay anchovy","Anchoa mitchilli",150,0.03,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.356,1,"CB"
"6364","CM20081101049",12,"fish scales","fish scales",150,0.03,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.009,3,"CB"
"6365","CM20081101049",12,"unidentified mysid","Mysidae",150,0.03,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.007,1,"CB"
"6366","CM20081101049",14,"calanoid copepod","calanoid copepod",88,0.006,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.006,21,"CB"
"6367","CM20081101049",14,"unidentified material","unidentified material",88,0.006,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.004,0,"CB"
"6368","CM20081101049",3,"spot","Leiostomus xanthurus",343,0.432,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,6.257,2,"CB"
"6369","CM20081101049",3,"unidentified shrimp","Decapoda",343,0.432,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.089,1,"CB"
"6370","CM20081101049",4,"spot","Leiostomus xanthurus",333,0.46,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,16.256,2,"CB"
"6371","CM20081101049",5,"bay anchovy","Anchoa mitchilli",259,0.17,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,3.961,8,"CB"
"6372","CM20081101049",6,"bay anchovy","Anchoa mitchilli",264,0.198,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,1.379,8,"CB"
"6373","CM20081101049",7,"bay anchovy","Anchoa mitchilli",231,0.136,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.291,3,"CB"
"6374","CM20081101049",8,"unidentified crustacean","Crustacea",243,0.14,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,0.021,2,"CB"
"6375","CM20081101049",9,"bay anchovy","Anchoa mitchilli",261,0.22,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,2.334,5,"CB"
"6376","CM20081101049",9,"spot","Leiostomus xanthurus",261,0.22,2008,"03-Nov-08",17,3.324,"November",37.54,-76.14,14.05,759.62508277,3.615,1,"CB"
"6377","CM20081101051",1,"bay anchovy","Anchoa mitchilli",307,0.302,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,2.62,6,"CB"
"6378","CM20081101051",2,"bay anchovy","Anchoa mitchilli",282,0.266,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,1.082,1,"CB"
"6379","CM20081101051",2,"spot","Leiostomus xanthurus",282,0.266,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,26.191,1,"CB"
"6380","CM20081101051",3,"bay anchovy","Anchoa mitchilli",279,0.256,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,14.07,20,"CB"
"6381","CM20081101051",4,"bay anchovy","Anchoa mitchilli",323,0.36,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,0.161,1,"CB"
"6382","CM20081101051",5,"bay anchovy","Anchoa mitchilli",242,0.174,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,9.658,18,"CB"
"6383","CM20081101051",6,"spot","Leiostomus xanthurus",368,0.616,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,50.735,2,"CB"
"6384","CM20081101051",7,"bay anchovy","Anchoa mitchilli",334,0.47,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,0.857,4,"CB"
"6385","CM20081101051",7,"roughneck shrimp","Rimapenaeus constrictus",334,0.47,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,0.896,1,"CB"
"6386","CM20081101051",8,"bay anchovy","Anchoa mitchilli",154,0.046,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,1.359,4,"CB"
"6387","CM20081101051",9,"bay anchovy","Anchoa mitchilli",128,0.034,2008,"03-Nov-08",18,4.316,"November",37.67,-76.2,13.93,759.62508277,0.202,1,"CB"
"6388","CM20081101054",1,"bay anchovy","Anchoa mitchilli",283,0.242,2008,"03-Nov-08",3,0.588,"November",37.69,-75.98,13.7,759.62508277,2.3,6,"CB"
"6389","CM20081101054",2,"bay anchovy","Anchoa mitchilli",307,0.306,2008,"03-Nov-08",3,0.588,"November",37.69,-75.98,13.7,759.62508277,0.654,6,"CB"
"6390","CM20081101054",2,"spot","Leiostomus xanthurus",307,0.306,2008,"03-Nov-08",3,0.588,"November",37.69,-75.98,13.7,759.62508277,1.457,1,"CB"
"6391","CM20081101054",3,"bay anchovy","Anchoa mitchilli",137,0.04,2008,"03-Nov-08",3,0.588,"November",37.69,-75.98,13.7,759.62508277,0.569,1,"CB"
"6392","CM20081101055",1,"bay anchovy","Anchoa mitchilli",251,0.182,2008,"02-Nov-08",9,1.688,"November",37.74,-76.17,13.68,759.62508277,0.107,1,"CB"
"6393","CM20081101055",2,"bay anchovy","Anchoa mitchilli",260,0.19,2008,"02-Nov-08",9,1.688,"November",37.74,-76.17,13.68,759.62508277,0.674,6,"CB"
"6394","CM20081101055",2,"vegetation","Plantae",260,0.19,2008,"02-Nov-08",9,1.688,"November",37.74,-76.17,13.68,759.62508277,0.057,0,"CB"
"6395","CM20081101055",3,"bay anchovy","Anchoa mitchilli",289,0.268,2008,"02-Nov-08",9,1.688,"November",37.74,-76.17,13.68,759.62508277,0.208,0,"CB"
"6396","CM20081101055",4,"unidentified fish","Actinopterygii",313,0.416,2008,"02-Nov-08",9,1.688,"November",37.74,-76.17,13.68,759.62508277,11.212,1,"CB"
"6397","CM20081101055",5,"bay anchovy","Anchoa mitchilli",243,0.164,2008,"02-Nov-08",9,1.688,"November",37.74,-76.17,13.68,759.62508277,1.67,1,"CB"
"6398","CM20081101056",1,"no catch","no catch",119,0.016,2008,"02-Nov-08",2,0.492,"November",37.69,-76.2,13.83,759.62508277,0,0,"CB"
"6399","CM20081101056",2,"Atlantic croaker","Micropogonias undulatus",343,0.476,2008,"02-Nov-08",2,0.492,"November",37.69,-76.2,13.83,759.62508277,6.286,1,"CB"
"6400","CM20081101057",1,"mysid","Neomysis americana",79,0.005,2008,"03-Nov-08",1,0.005,"November",37.64,-76.04,14.05,217.13388262,0,0,"CB"
"6401","CM20081101059",1,"no catch","no catch",125,0.018,2008,"02-Nov-08",1,0.018,"November",37.77,-76.18,13.75,217.13388262,0,0,"CB"
"6402","CM20081101069",1,"bay anchovy","Anchoa mitchilli",117,0.012,2008,"04-Nov-08",4,0.334,"November",37.39,-76.17,14,883.98006706,0.477,1,"CB"
"6403","CM20081101069",2,"bay anchovy","Anchoa mitchilli",248,0.14,2008,"04-Nov-08",4,0.334,"November",37.39,-76.17,14,883.98006706,0.062,1,"CB"
"6404","CM20081101069",3,"unidentified bloodworm","Glycera spp.",231,0.136,2008,"04-Nov-08",4,0.334,"November",37.39,-76.17,14,883.98006706,0.069,1,"CB"
"6405","CM20081101069",4,"bay anchovy","Anchoa mitchilli",180,0.046,2008,"04-Nov-08",4,0.334,"November",37.39,-76.17,14,883.98006706,0.079,2,"CB"
"6406","CM20081101069",4,"isopod (Livoneca redmanii)","Livoneca redmanii",180,0.046,2008,"04-Nov-08",4,0.334,"November",37.39,-76.17,14,883.98006706,0.026,1,"CB"
"6407","CM20081101069",4,"mysid","Neomysis americana",180,0.046,2008,"04-Nov-08",4,0.334,"November",37.39,-76.17,14,883.98006706,0.01,1,"CB"
"6408","CM20081101072",1,"no catch","no catch",122,0.022,2008,"04-Nov-08",2,0.032,"November",37.32,-76.17,13.97,447.12085119,0,0,"CB"
"6409","CM20081101072",2,"unidentified material","unidentified material",112,0.01,2008,"04-Nov-08",2,0.032,"November",37.32,-76.17,13.97,447.12085119,0.008,0,"CB"
"6410","CM20081101073",1,"mysid","Neomysis americana",142,0.028,2008,"10-Nov-08",15,0.371,"November",37.11,-76.17,14.05,447.12085119,0.013,5,"CB"
"6411","CM20081101073",2,"mysid","Neomysis americana",144,0.036,2008,"10-Nov-08",15,0.371,"November",37.11,-76.17,14.05,447.12085119,0.009,2,"CB"
"6412","CM20081101073",3,"unidentified mysid","Mysidae",128,0.018,2008,"10-Nov-08",15,0.371,"November",37.11,-76.17,14.05,447.12085119,0.038,11,"CB"
"6413","CM20081101073",4,"bay anchovy","Anchoa mitchilli",150,0.04,2008,"10-Nov-08",15,0.371,"November",37.11,-76.17,14.05,447.12085119,0.107,1,"CB"
"6414","CM20081101073",5,"bay anchovy","Anchoa mitchilli",113,0.02,2008,"10-Nov-08",15,0.371,"November",37.11,-76.17,14.05,447.12085119,0.046,1,"CB"
"6415","CM20081101073",5,"mysid","Neomysis americana",113,0.02,2008,"10-Nov-08",15,0.371,"November",37.11,-76.17,14.05,447.12085119,0.434,354,"CB"
"6416","CM20081101074",1,"silver perch","Bairdiella chrysoura",317,0.374,2008,"04-Nov-08",3,0.382,"November",37.29,-76.18,13.97,447.12085119,9.122,1,"CB"
"6417","CM20081101074",2,"no catch","no catch",74,0.004,2008,"04-Nov-08",3,0.382,"November",37.29,-76.18,13.97,447.12085119,0,0,"CB"
"6418","CM20081101074",3,"no catch","no catch",84,0.004,2008,"04-Nov-08",3,0.382,"November",37.29,-76.18,13.97,447.12085119,0,0,"CB"
"6419","CM20081101075",1,"bay anchovy","Anchoa mitchilli",150,0.042,2008,"04-Nov-08",2,0.08,"November",37.31,-76.18,13.96,447.12085119,2.19,2,"CB"
